model,mig,jemmig,dcimig,modularity,sap
vae,0.14995164050391632,0.16502173383190732,0.0073143940951753625,0.8284033326008449,0.017405035192149587
betavae,0.12108545986761285,0.13261094735132112,0.001604039829856516,0.7602797332656559,0.03149624596072512
btcvae,0.13075723538559134,0.14364165835972637,0.014180959983057375,0.8379649909598919,0.03554089555519026
factorvae,0.10230737725549927,0.11076171446903475,0.0007417789924869146,0.7625214826295396,0.03280106127350421
