model,mig,jemmig,dcimig,modularity,sap
vae,0.15023807267040093,0.165363648477796,0.007344204838048848,0.8098349737431446,0.01734664377010131
betavae,0.12139227675993794,0.1333875701981278,0.0017547919976567874,0.7743281924981572,0.03146596748914714
btcvae,0.13207825224282274,0.14513713117075414,0.014309404110711762,0.8384616516348663,0.03559108391985659
factorvae,0.1017027128007044,0.11001094884582491,0.0004803678794100011,0.7772724934418275,0.03273179102266395
