model,mig,jemmig,dcimig,modularity,sap
vae,0.14981681143490466,0.1648687353225512,0.007232301397142038,0.7864221084152035,0.01723030508540639
betavae,0.12188240570664574,0.13363634627337354,0.001431124986839268,0.7577087717532865,0.0315307513809923
btcvae,0.13172386734486594,0.14450197390769814,0.013735859624714039,0.8653296267741485,0.035610933541322484
factorvae,0.101180361092579,0.10942577153571355,0.00035470560271660154,0.7958049905247441,0.03236882739119769
