model,mig,jemmig,dcimig,modularity,sap
vae,0.14996517833394404,0.16501684420698354,0.007798668922062365,0.805390658165713,0.017510353411605714
betavae,0.1209204520457308,0.13246395934360383,0.0016633237030805035,0.7613798736476903,0.03139267865615411
btcvae,0.13240204704206757,0.1456419627153208,0.014264009018282217,0.8738632831927738,0.03553709789217484
factorvae,0.10139167185348574,0.10972488044259497,0.0002908493593497084,0.8101184553936903,0.032642079816381064
