model,mig,jemmig,dcimig,modularity,sap
vae,0.15055957498906292,0.16539790354031422,0.007660160762570793,0.8188123209186541,0.01737147752248787
betavae,0.12155992438515079,0.13330099576869514,0.0013151101472567907,0.7543188245612761,0.0314915786036965
btcvae,0.13126480399366866,0.14422777102766204,0.013934696364541822,0.856116338709772,0.03567538792109079
factorvae,0.10195520052579751,0.1104004696020625,2.3555694242404115e-05,0.7610162692746115,0.032729321403228706
