model,mig,jemmig,dcimig,modularity,sap
vae,0.14998724914075245,0.16502475969793834,0.007020359940559562,0.7821174977515039,0.017317234884645205
betavae,0.12012983497811242,0.1317561652731965,0.0015551862704397247,0.7795756013493215,0.03113368323015689
btcvae,0.1317519886750275,0.1447012034469452,0.013504745991175541,0.8292271808946788,0.03563519825679279
factorvae,0.10181499545682263,0.11034479760316371,6.653867536981998e-05,0.7594263859136056,0.03290738610631562
