model,mig,jemmig,dcimig,modularity,sap
vae,0.1497837934170411,0.16500181488907367,0.007168188071418746,0.7975438276617464,0.01744301871923351
betavae,0.12087510191891053,0.13276867714425905,0.0013631031443754335,0.7648340362954378,0.03129217946082527
btcvae,0.13172604020851492,0.1446539202673922,0.013901753628811587,0.8260439804215812,0.0355719849682012
factorvae,0.1015167453779143,0.1098898862060462,0.00039326061044485204,0.762565875944571,0.03262890977726399
