model,mig,jemmig,dcimig,modularity,sap
vae,0.15015838915364288,0.16517123652474647,0.0071435453112310855,0.8220261825079364,0.01745050838117447
betavae,0.12172927965724474,0.13370609146205564,0.0013708800009648138,0.7695436705255011,0.031619190858807836
btcvae,0.13182438525930612,0.14476841483164246,0.014139302444241775,0.8226471266795871,0.035581070929222816
factorvae,0.1018725354097898,0.1101346024139009,0.0001527724040901225,0.7860295654950017,0.0326333718708723
