model,mig,jemmig,dcimig,modularity,sap
vae,0.15018010641698762,0.16533958448912328,0.007025353597911608,0.7998337918955823,0.017678635675606943
betavae,0.12136960332858979,0.13308623709963002,0.0013303130867641185,0.767595028056769,0.03147754575582269
btcvae,0.13176644305284518,0.14467975383761789,0.013717622767927184,0.8304436317310747,0.03553502222913382
factorvae,0.1026778605433175,0.11105576032347932,0.00130281432264906,0.7998484409728643,0.03257158874130227
