model,mig,jemmig,dcimig,modularity,sap
vae,0.14957853420063755,0.16471268901687758,0.007378310799377054,0.8147098384854085,0.017537834761294446
betavae,0.12028687474968942,0.1322526590682438,0.0009064500869276716,0.771479855320206,0.0312905176612696
btcvae,0.1315615764323458,0.1444851651353993,0.013583377273173327,0.8249713071142044,0.03562192083093359
factorvae,0.10234901260087534,0.11072843292492533,0.0002666934249477319,0.7625910816741875,0.0326257545455432
