num_models,train_losses,train_accs,val_losses,val_accs
0,"[1.9354459130764008, 0.42880030646920203, 0.16263115588575602, 0.11128518100827932, 0.0695239427499473, 0.04557248594239354, 0.029771630328614265, 0.0191375378286466, 0.018172811123076827, 0.013375448763836175, 0.011599977095611393, 0.011690319430781528, 0.006931512978044338, 0.008194197702687233, 0.005553161090356298, 0.0037197872932301836, 0.006900825751945377, 0.007829471710138022, 0.003696924666146515, 0.0032430317517719233]","[0.521875, 0.87984375, 0.96390625, 0.97125, 0.9834375, 0.993125, 0.99703125, 0.9990625, 0.998125, 0.99921875, 0.9990625, 0.998125, 0.9996875, 0.99890625, 0.9996875, 1.0, 0.99875, 0.999375, 0.999375, 0.9996875]","[0.6779410886764526, 0.2591543906927109, 0.18292251229286194, 0.08152665294706822, 0.05223224841058254, 0.04263934448361397, 0.02762478616088629, 0.021331353299319743, 0.016675552371889352, 0.014499966641888023, 0.024833396170288326, 0.011814233036711813, 0.01046458875760436, 0.007764502083882689, 0.00890181609429419, 0.005547639857977629, 0.023442773893475533, 0.01053266929462552, 0.007350382986478507, 0.006621737226378172]","[0.746875, 0.921875, 0.9225, 0.98625, 0.989375, 0.9975, 0.996875, 0.99875, 0.999375, 0.998125, 0.99625, 0.99875, 1.0, 0.99875, 0.99875, 1.0, 0.99625, 0.998125, 0.99875, 0.99875]"
