model,mig,jemmig,dcimig,modularity,sap
vae,0.27962263605339577,0.3001522887204222,0.004575845323566171,0.652411838141162,0.044815050274227386
betavae,0.18360613308813478,0.20091184944721333,0.0036775221918748592,0.7555417447424927,0.03528716822261482
btcvae,0.16589747481012881,0.18334952378064034,0.004395121840265055,0.7410373052883563,0.023327678873085234
factorvae,0.11745571800116741,0.12587108386283152,0.0029774908330011817,0.7777874067797318,0.034903024631721485
