model,mig,jemmig,dcimig,modularity,sap
vae,0.28060302344071086,0.30133742316621775,0.004497601813865189,0.6391543094864897,0.04482078193808628
betavae,0.1843004983519996,0.20141853023796158,0.0043827000465347914,0.7094390119040256,0.03503088535077824
btcvae,0.16588232702900602,0.18345317672301226,0.004739264427155572,0.7422787354438641,0.02340088998136783
factorvae,0.11754900329660621,0.12595005575093043,0.002908854448063091,0.7819434509530039,0.03510740571367078
