model,mig,jemmig,dcimig,modularity,sap
vae,0.27897116928974913,0.2995169825093549,0.004591910975849852,0.700276486523797,0.04472785075581352
betavae,0.18435056903421435,0.20164995749092957,0.0034898803631205596,0.7537633562824411,0.03523143193984005
btcvae,0.1657546226307818,0.18322662662394534,0.004309471859717177,0.7411009055563715,0.02332855722154674
factorvae,0.11776684352456301,0.12623767384047246,0.0028644916219566618,0.7653058485192679,0.034858169871454264
