model,mig,jemmig,dcimig,modularity,sap
vae,0.2798816392179198,0.30046857298002505,0.004533527542784967,0.661049003430045,0.044762254103393975
betavae,0.18374079620388595,0.20173383063738481,0.00341651877463257,0.7316321623711155,0.035025211147008406
btcvae,0.16576926995045654,0.1832741976025132,0.004512243760947702,0.7484536693150639,0.023447561554420765
factorvae,0.11769860187095557,0.12625140635159854,0.002877088036927713,0.7782389336504877,0.03493280548844914
