model,mig,jemmig,dcimig,modularity,sap
vae,0.2798922097191378,0.30047102678516413,0.004383390152918311,0.6732186597491426,0.04483642454686214
betavae,0.1839391501276031,0.20143292347058062,0.003491331268673112,0.7594114271641161,0.03518509465213167
btcvae,0.16537463643347572,0.18272584220621946,0.0045013512419817625,0.75745568385759,0.02319330006982767
factorvae,0.11799297035920812,0.1264456497558306,0.0026914108310986877,0.7497666346815839,0.03497884552763342
