model,mig,jemmig,dcimig,modularity,sap
vae,0.28085328169066737,0.30142615474920237,0.0046625779693695085,0.6755884583934922,0.044811668843334984
betavae,0.18341604965544944,0.20086740995162167,0.0038230969980787423,0.7741068683640092,0.03482404059559427
btcvae,0.16572245704728422,0.18313014920882775,0.00449086536000835,0.7149082603521867,0.023479436867692216
factorvae,0.11779602533107922,0.12622251273136353,0.002837764678319346,0.750255259010497,0.03498287811638576
