model,mig,jemmig,dcimig,modularity,sap
vae,0.2808113441358,0.30125404889500607,0.004398057798734529,0.639819763514938,0.04482262280088739
betavae,0.18435607725823588,0.2016918344514084,0.0038599353048612375,0.7221301588285941,0.03522705355637028
btcvae,0.16557543792180318,0.1829821562073139,0.004441914636846281,0.7419303833685142,0.02304760315080201
factorvae,0.11746869981140737,0.12588880516029646,0.0028976978967444017,0.7417658390514208,0.03493606561171357
