model,mig,jemmig,dcimig,modularity,sap
vae,0.27878318635741745,0.2994739701022599,0.00428427443209483,0.6017546157131101,0.04469491596814182
betavae,0.18404751557741447,0.20158440101618796,0.0036037479631508182,0.7568468244550096,0.03536284534107055
btcvae,0.16565366911187024,0.18300582182717656,0.004390815844598582,0.7526278955819544,0.023409608113516972
factorvae,0.11772991466318741,0.12619712952311646,0.0029422721503150457,0.7471710195231771,0.03505886128478054
