model,mig,jemmig,dcimig,modularity,sap
vae,0.2794338321071584,0.29985664862208516,0.00410019336077675,0.6594651974648157,0.04478297990044651
betavae,0.1834427265934035,0.20108457007450398,0.0036710830289028423,0.7691728412927602,0.035132300016145784
btcvae,0.16568666905273408,0.18334421503618187,0.004450188467051007,0.7556893022981775,0.023350032156167558
factorvae,0.11796866820156235,0.12643609183545862,0.0028624120316188585,0.7674965853637387,0.03489661201454414
